cust_id,transaction_type,transaction_date,subscription_type,subscription_price
5498,REDUCTION,2021-12-01,BASIC,50
5499,initial,2022-07-01,PRO,100
5499,REDUCTION,2022-08-01,BASIC,50
5500,initial,2020-06-01,PRO,100
5500,UPGRADE,2020-11-01,MAX,150
5501,initial,2021-02-01,PRO,100
5501,REDUCTION,2022-01-01,BASIC,50
5502,initial,2022-05-01,BASIC,50
5502,UPGRADE,2022-08-01,PRO,100
5503,initial,2022-06-01,BASIC,50
5504,initial,2022-07-01,BASIC,50
5505,initial,2022-12-01,BASIC,50
5506,initial,2021-01-01,BASIC,50
"""5507""",initial,2021-12-01,BASIC,50
5507,UPGRADE,2022-03-01,PRO,100
5508,initial,2022-12-01,PRO,100
5509,initial,2022-08-01,BASIC,50
5510,initial,2020-08-01,MAX,150
5510,REDUCTION,2021-01-01,PRO,100
"""5511""",initial,2022-12-01,PRO,100
5512,initial,2022-05-01,PRO,100
5513,initial,2022-05-01,PRO,100
5513,REDUCTION,2022-07-01,BASIC,50
5514,initial,2021-08-01,MAX,150
5514,REDUCTION,2021-12-01,PRO,100
5515,initial,2022-07-01,MAX,150
5516,initial,2020-05-01,BASIC,50
5516,UPGRADE,2022-08-01,PRO,100
5517,initial,2022-12-01,MAX,150
5518,initial,2021-02-01,BASIC,50
5518,CHURN,2021-07-01,BASIC,50
"""5519""",initial,2022-08-01,PRO,100
5520,initial,2020-02-01,PRO,100
"""5520""",UPGRADE,2022-08-01,MAX,150
5521,initial,2022-03-01,BASIC,50
5522,initial,2021-08-01,MAX,150
5522,REDUCTION,2021-12-01,BASIC,50
5522,CHURN,2022-07-10,BASIC,50
5523,initial,2020-10-01,BASIC,50
5523,UPGRADE,2021-04-01,PRO,100
5524,initial,2020-05-01,BASIC,50
5524,UPGRADE,2022-11-01,MAX,150
"""5525""",initial,2021-12-01,PRO,100
5525,UPGRADE,2022-05-01,MAX,150
"""5526""",initial,2022-10-01,PRO,100
5527,initial,2020-08-01,MAX,150
5527,REDUCTION,2022-03-01,PRO,100
5528,initial,2020-03-01,PRO,100
"""5528""",UPGRADE,2021-08-01,MAX,150
5528,CHURN,2022-09-01,MAX,150
"""5529""",initial,2022-06-01,PRO,100
5530,initial,2022-10-01,PRO,100
"""5531""",initial,2021-05-01,MAX,150
5531,REDUCTION,2022-08-01,PRO,100
5532,initial,2022-07-01,BASIC,50
5532,CHURN,2023-03-09,BASIC,50
5533,initial,2021-03-01,PRO,100
5533,UPGRADE,2022-09-01,MAX,150
5534,initial,2022-10-01,PRO,100
5535,initial,2021-04-01,PRO,100
5535,REDUCTION,2022-06-01,BASIC,50
5536,initial,2022-07-01,BASIC,50
5537,initial,2020-08-01,BASIC,50
5537,CHURN,2021-03-01,BASIC,50
"""5538""",initial,2021-10-01,PRO,100
5538,CHURN,2022-04-01,PRO,100
5539,initial,2021-12-01,MAX,150
5539,REDUCTION,2022-10-01,PRO,100
5540,initial,2021-04-01,PRO,100
5540,UPGRADE,2021-08-01,MAX,150
5541,initial,2021-02-01,PRO,100
"""5541""",REDUCTION,2022-02-01,BASIC,50
5542,initial,2022-05-01,BASIC,50
5543,initial,2020-04-01,PRO,100
5543,CHURN,2021-03-01,PRO,100
5544,initial,2021-06-01,MAX,150
5544,REDUCTION,2022-08-01,BASIC,50
5545,initial,2020-06-01,PRO,100
5545,UPGRADE,2020-10-01,MAX,150
5545,CHURN,2020-10-01,PRO,100
5546,initial,2022-03-01,PRO,100
5547,initial,2021-02-01,PRO,100
5547,REDUCTION,2022-01-01,BASIC,50
5548,initial,2021-12-01,BASIC,50
5548,UPGRADE,2022-11-01,MAX,150
5549,initial,2022-12-01,BASIC,50
5550,initial,2021-11-01,PRO,100
5551,initial,2022-07-01,PRO,100
5552,initial,2022-07-01,PRO,100
5552,CHURN,2022-12-30,PRO,100
5553,initial,2021-05-01,BASIC,50
5554,initial,2021-02-01,PRO,100
5554,REDUCTION,2022-10-01,BASIC,50
5555,initial,2022-05-01,BASIC,50
5555,UPGRADE,2022-11-01,MAX,150
5555,CHURN,2022-11-01,BASIC,50
"""5556""",initial,2022-08-01,BASIC,50
5556,CHURN,2022-11-01,BASIC,50
5557,initial,2020-11-01,BASIC,50
5557,UPGRADE,2022-04-01,PRO,100
5558,initial,2022-12-01,BASIC,50
5559,initial,2021-02-01,BASIC,50
5559,CHURN,2021-12-01,BASIC,50
5560,initial,2022-08-01,PRO,100
5560,UPGRADE,2022-11-01,MAX,150
5561,initial,2020-02-01,PRO,100
"""5561""",UPGRADE,2022-02-01,MAX,150
5562,initial,2022-02-01,BASIC,50
5563,initial,2020-01-01,BASIC,50
5563,UPGRADE,2021-10-01,MAX,150
5563,CHURN,2022-04-01,MAX,150
5564,initial,2022-03-01,BASIC,50
5565,initial,2020-06-01,PRO,100
5565,UPGRADE,2021-06-01,MAX,150
5565,CHURN,2022-05-01,MAX,150
5566,initial,2020-07-01,BASIC,50
5567,initial,2020-05-01,BASIC,50
5567,CHURN,2020-08-01,BASIC,50
5568,initial,2021-11-01,BASIC,50
5569,initial,2022-11-01,PRO,100
5570,initial,2021-03-01,BASIC,50
5570,UPGRADE,2021-07-01,MAX,150
5570,CHURN,2021-11-01,MAX,150
"""5571""",initial,2021-08-01,PRO,100
5571,REDUCTION,2022-11-01,BASIC,50
5572,initial,2020-01-01,BASIC,50
5572,UPGRADE,2022-05-01,PRO,100
5573,initial,2022-08-01,BASIC,50
"""5574""",initial,2022-01-01,MAX,150
"""5574""",REDUCTION,2022-02-01,PRO,100
5575,initial,2022-12-01,BASIC,50
5576,initial,2022-07-01,PRO,100
5577,initial,2021-06-01,PRO,100
"""5577""",REDUCTION,2021-08-01,BASIC,50
5578,initial,2021-08-01,MAX,150
5578,REDUCTION,2022-04-01,PRO,100
5579,initial,2020-06-01,MAX,150
5579,REDUCTION,2021-02-01,PRO,100
5580,initial,2022-12-01,BASIC,50
5581,initial,2020-04-01,BASIC,50
5581,CHURN,2020-09-01,BASIC,50
5582,initial,2020-05-01,PRO,100
5582,UPGRADE,2022-06-01,MAX,150
5583,initial,2021-02-01,BASIC,50
"""5583""",CHURN,2021-11-01,BASIC,50
5584,initial,2021-08-01,PRO,100
5584,REDUCTION,2022-11-01,BASIC,50
5585,initial,2021-10-01,PRO,100
5585,CHURN,2022-03-01,PRO,100
"""5586""",initial,2020-09-01,BASIC,50
5587,initial,2020-04-01,PRO,100
"""5587""",UPGRADE,2021-11-01,MAX,150
5588,initial,2022-11-01,PRO,100
5589,initial,2020-08-01,BASIC,50
5589,UPGRADE,2022-02-01,MAX,150
"""5590""",initial,2021-01-01,PRO,100
5590,UPGRADE,2021-05-01,MAX,150
5590,CHURN,2021-05-26,MAX,150
5591,initial,2020-02-01,MAX,150
5591,REDUCTION,2020-09-01,BASIC,50
5592,initial,2022-03-01,BASIC,50
5592,UPGRADE,2022-08-01,MAX,150
5593,initial,2020-06-01,MAX,150
5593,REDUCTION,2021-05-01,BASIC,50
5594,initial,2022-03-01,BASIC,50
5595,initial,2022-05-01,MAX,150
5595,REDUCTION,2022-10-01,PRO,100
"""5596""",initial,2021-08-01,PRO,100
5596,CHURN,2022-04-01,PRO,100
5597,initial,2022-12-01,MAX,150
5598,initial,2020-12-01,PRO,100
5598,UPGRADE,2022-03-01,MAX,150
5598,CHURN,2022-11-01,MAX,150
5599,initial,2022-11-01,PRO,100
5600,initial,2022-06-01,BASIC,50
5601,initial,2022-08-01,PRO,100
5602,initial,2021-03-01,BASIC,50
5603,initial,2020-02-01,PRO,100
5603,UPGRADE,2020-08-01,MAX,150
5604,initial,2022-08-01,BASIC,50
5605,initial,2020-03-01,BASIC,50
5605,CHURN,2020-11-01,BASIC,50
5606,initial,2021-04-01,PRO,100
5606,REDUCTION,2021-05-01,BASIC,50
5607,initial,2020-10-01,MAX,150
5607,REDUCTION,2022-03-01,BASIC,50
5608,initial,2022-06-01,BASIC,50
5609,initial,2021-12-01,PRO,100
5609,REDUCTION,2022-10-01,BASIC,50
5610,initial,2022-03-01,PRO,100
5610,REDUCTION,2022-11-01,BASIC,50
5611,initial,2022-07-01,BASIC,50
5612,initial,2021-05-01,MAX,150
5612,REDUCTION,2021-08-01,BASIC,50
5613,initial,2022-12-01,PRO,100
5614,initial,2020-05-01,MAX,150
5614,REDUCTION,2021-07-01,BASIC,50
5615,initial,2020-05-01,BASIC,50
5615,UPGRADE,2020-09-01,PRO,100
5616,initial,2020-01-01,BASIC,50
5616,UPGRADE,2021-08-01,MAX,150
5617,initial,2022-02-01,BASIC,50
5618,initial,2022-05-01,BASIC,50
5619,initial,2021-07-01,BASIC,50
5620,initial,2021-03-01,PRO,100
5620,UPGRADE,2021-07-01,MAX,150
5621,initial,2020-12-01,MAX,150
5621,REDUCTION,2021-03-01,PRO,100
5622,initial,2022-04-01,MAX,150
5623,initial,2022-10-01,BASIC,50
5624,initial,2022-06-01,BASIC,50
5625,initial,2022-03-01,BASIC,50
5626,initial,2022-08-01,BASIC,50
5627,initial,2020-10-01,PRO,100
5627,CHURN,2021-11-01,PRO,100
5628,initial,2021-03-01,PRO,100
5628,REDUCTION,2021-06-01,BASIC,50
5629,initial,2020-03-01,BASIC,50
"""5629""",UPGRADE,2022-10-01,MAX,150
5630,initial,2021-11-01,PRO,100
5630,REDUCTION,2021-12-01,BASIC,50
"""5631""",initial,2020-02-01,PRO,100
5631,UPGRADE,2021-11-01,MAX,150
5632,initial,2022-01-01,MAX,150
5633,initial,2021-02-01,BASIC,50
5633,CHURN,2021-12-01,BASIC,50
5634,initial,2021-10-01,PRO,100
5634,REDUCTION,2022-06-01,BASIC,50
5635,initial,2022-08-01,MAX,150
5636,initial,2022-03-01,MAX,150
5636,REDUCTION,2022-11-01,PRO,100
5637,initial,2022-04-01,MAX,150
5638,initial,2021-06-01,BASIC,50
5638,UPGRADE,2022-01-01,MAX,150
5638,CHURN,2022-07-01,MAX,150
5639,initial,2022-06-01,BASIC,50
"""5640""",initial,2022-03-01,PRO,100
"""5640""",REDUCTION,2022-11-01,BASIC,50
"""5641""",initial,2020-08-01,PRO,100
5641,UPGRADE,2022-05-01,MAX,150
5642,initial,2022-09-01,BASIC,50
5643,initial,2021-07-01,BASIC,50
5643,UPGRADE,2021-12-01,PRO,100
5643,CHURN,2022-08-01,BASIC,50
5644,initial,2020-05-01,BASIC,50
5645,initial,2022-12-01,PRO,100
5646,initial,2022-01-01,MAX,150
5647,initial,2022-06-01,MAX,150
"""5647""",REDUCTION,2022-08-01,PRO,100
5648,initial,2020-11-01,BASIC,50
5648,UPGRADE,2021-04-01,MAX,150
5649,initial,2022-12-01,PRO,100
"""5650""",initial,2020-04-01,PRO,100
5650,UPGRADE,2022-03-01,MAX,150
5651,initial,2020-04-01,BASIC,50
5651,UPGRADE,2022-09-01,MAX,150
"""5652""",initial,2020-06-01,BASIC,50
5652,CHURN,2021-01-01,BASIC,50
5653,initial,2022-07-01,BASIC,50
5654,initial,2022-01-01,PRO,100
5654,CHURN,2022-11-01,PRO,100
5655,initial,2022-10-01,BASIC,50
"""5656""",initial,2022-08-01,PRO,100
5657,initial,2021-10-01,BASIC,50
5657,UPGRADE,2022-03-01,PRO,100
5658,initial,2021-01-01,MAX,150
5658,REDUCTION,2022-08-01,PRO,100
"""5659""",initial,2022-09-01,MAX,150
5660,initial,2022-12-01,MAX,150
5661,initial,2022-01-01,MAX,150
5662,initial,2020-04-01,PRO,100
5662,REDUCTION,2020-11-01,BASIC,50
5662,CHURN,2021-09-01,BASIC,50
5663,initial,2020-03-01,MAX,150
5663,REDUCTION,2021-08-01,PRO,100
5664,initial,2022-03-01,PRO,100
5664,UPGRADE,2022-10-01,MAX,150
5665,initial,2020-07-01,PRO,100
5665,UPGRADE,2021-06-01,MAX,150
5666,initial,2020-12-01,PRO,100
5666,REDUCTION,2022-08-01,BASIC,50
5667,initial,2022-07-01,BASIC,50
5668,initial,2021-09-01,PRO,100
5668,UPGRADE,2021-12-01,MAX,150
5669,initial,2021-09-01,BASIC,50
5670,initial,2022-06-01,PRO,100
5670,REDUCTION,2022-11-01,BASIC,50
5671,initial,2021-01-01,BASIC,50
5671,CHURN,2021-09-01,BASIC,50
5672,initial,2022-04-01,BASIC,50
5673,initial,2021-01-01,PRO,100
5673,REDUCTION,2022-08-01,BASIC,50
5674,initial,2021-05-01,PRO,100
5674,UPGRADE,2022-04-01,MAX,150
5675,initial,2022-01-01,MAX,150
5676,initial,2021-09-01,BASIC,50
5676,UPGRADE,2022-07-01,MAX,150
5677,initial,2020-02-01,PRO,100
5677,CHURN,2020-12-01,PRO,100
5678,initial,2022-09-01,PRO,100
5679,initial,2021-07-01,PRO,100
"""5679""",REDUCTION,2022-10-01,BASIC,50
5680,initial,2020-01-01,PRO,100
5680,UPGRADE,2020-04-01,MAX,150
5680,CHURN,2020-07-01,PRO,100
5681,initial,2021-09-01,MAX,150
5681,REDUCTION,2022-11-01,BASIC,50
"""5682""",initial,2022-07-01,BASIC,50
5683,initial,2022-12-01,BASIC,50
"""5684""",initial,2020-02-01,MAX,150
5684,REDUCTION,2020-08-01,PRO,100
5684,CHURN,2021-06-01,PRO,100
5685,initial,2020-08-01,BASIC,50
5685,UPGRADE,2022-04-01,PRO,100
5686,initial,2021-04-01,PRO,100
5686,UPGRADE,2022-04-01,MAX,150
5686,CHURN,2022-11-01,MAX,150
5687,initial,2020-09-01,MAX,150
5687,REDUCTION,2021-10-01,BASIC,50
5688,initial,2022-04-01,BASIC,50
5689,initial,2022-10-01,BASIC,50
5690,initial,2022-12-01,MAX,150
"""5691""",initial,2021-09-01,PRO,100
"""5691""",UPGRADE,2022-04-01,MAX,150
5692,initial,2022-03-01,MAX,150
5692,REDUCTION,2022-06-01,BASIC,50
5693,initial,2022-12-01,BASIC,50
5694,initial,2021-09-01,BASIC,50
5694,UPGRADE,2022-08-01,PRO,100
5695,initial,2020-06-01,BASIC,50
5695,UPGRADE,2022-09-01,MAX,150
5696,initial,2022-12-01,MAX,150
5696,CHURN,2023-10-05,MAX,150
5697,initial,2021-12-01,PRO,100
5698,initial,2022-08-01,BASIC,50
5699,initial,2020-04-01,PRO,100
5699,UPGRADE,2020-11-01,MAX,150
5700,initial,2021-02-01,PRO,100
5700,CHURN,2021-12-01,PRO,100
5701,initial,2021-11-01,MAX,150
5701,REDUCTION,2022-05-01,BASIC,50
5702,initial,2022-09-01,BASIC,50
5703,initial,2021-03-01,MAX,150
5703,REDUCTION,2021-09-01,PRO,100
5704,initial,2020-07-01,PRO,100
5704,CHURN,2021-01-01,PRO,100
5705,initial,2021-11-01,PRO,100
"""5705""",REDUCTION,2022-08-01,BASIC,50
5706,initial,2022-03-01,PRO,100
5706,REDUCTION,2022-07-01,BASIC,50
5707,initial,2022-02-01,BASIC,50
5708,initial,2021-02-01,PRO,100
5708,CHURN,2021-09-01,PRO,100
5709,initial,2021-09-01,BASIC,50
5709,CHURN,2022-09-01,BASIC,50
5710,initial,2021-08-01,BASIC,50
5710,CHURN,2022-03-26,BASIC,50
5711,initial,2022-12-01,BASIC,50
5712,initial,2020-02-01,PRO,100
5712,CHURN,2020-05-01,PRO,100
5713,initial,2020-02-01,MAX,150
5713,REDUCTION,2020-09-01,PRO,100
5714,initial,2021-08-01,MAX,150
"""5715""",initial,2020-12-01,PRO,100
5715,UPGRADE,2021-03-01,MAX,150
5716,initial,2022-08-01,BASIC,50
5717,initial,2021-04-01,BASIC,50
5717,UPGRADE,2021-07-01,MAX,150
"""5717""",CHURN,2021-11-01,MAX,150
5718,initial,2021-05-01,PRO,100
5718,REDUCTION,2022-09-01,BASIC,50
5719,initial,2021-10-01,BASIC,50
5719,CHURN,2022-05-01,BASIC,50
"""5720""",initial,2022-01-01,PRO,100
5720,REDUCTION,2022-02-01,BASIC,50
"""5721""",initial,2021-09-01,MAX,150
5722,initial,2021-10-01,BASIC,50
"""5722""",CHURN,2022-03-01,BASIC,50
5723,initial,2021-02-01,PRO,100
5723,UPGRADE,2022-10-01,MAX,150
5724,initial,2020-10-01,BASIC,50
5725,initial,2021-02-01,BASIC,50
5725,UPGRADE,2021-07-01,MAX,150
5725,CHURN,2021-09-01,BASIC,50
5726,initial,2022-09-01,BASIC,50
"""5727""",initial,2021-02-01,BASIC,50
5727,UPGRADE,2022-07-01,MAX,150
5728,initial,2022-06-01,BASIC,50
5729,initial,2021-06-01,MAX,150
"""5730""",initial,2022-04-01,PRO,100
5730,UPGRADE,2022-10-01,MAX,150
5731,initial,2021-07-01,MAX,150
5731,REDUCTION,2022-06-01,PRO,100
5732,initial,2020-06-01,PRO,100
5732,UPGRADE,2022-11-01,MAX,150
5733,initial,2020-08-01,BASIC,50
5733,CHURN,2021-05-01,BASIC,50
5734,initial,2020-03-01,PRO,100
5734,UPGRADE,2022-02-01,MAX,150
5735,initial,2022-12-01,BASIC,50
5736,initial,2022-03-01,PRO,100
5737,initial,2021-04-01,BASIC,50
5738,initial,2021-08-01,BASIC,50
5739,initial,2022-09-01,MAX,150
5740,initial,2021-06-01,BASIC,50
5740,CHURN,2022-07-01,BASIC,50
5741,initial,2020-04-01,PRO,100
"""5741""",UPGRADE,2021-04-01,MAX,150
5742,initial,2021-01-01,BASIC,50
5743,initial,2020-04-01,BASIC,50
5743,UPGRADE,2022-09-01,PRO,100
"""5744""",initial,2021-04-01,MAX,150
5744,REDUCTION,2022-11-01,PRO,100
5745,initial,2022-05-01,PRO,100
"""5746""",initial,2022-07-01,PRO,100
5746,REDUCTION,2022-09-01,BASIC,50
5746,CHURN,2022-09-28,BASIC,50
5747,initial,2020-09-01,BASIC,50
5747,CHURN,2021-09-01,BASIC,50
5748,initial,2021-01-01,MAX,150
5748,REDUCTION,2021-05-01,PRO,100
5749,initial,2020-11-01,BASIC,50
5749,UPGRADE,2022-09-01,PRO,100
5750,initial,2020-03-01,BASIC,50
5750,CHURN,2020-11-01,BASIC,50
5751,initial,2022-04-01,BASIC,50
5751,CHURN,2022-10-18,BASIC,50
5752,initial,2020-10-01,PRO,100
"""5752""",UPGRADE,2022-03-01,MAX,150
5753,initial,2020-08-01,BASIC,50
5754,initial,2022-08-01,MAX,150
5755,initial,2020-07-01,BASIC,50
5755,UPGRADE,2022-10-01,MAX,150
"""5756""",initial,2022-06-01,BASIC,50
5757,initial,2020-05-01,BASIC,50
5757,CHURN,2021-02-01,BASIC,50
5758,initial,2021-03-01,PRO,100
5758,REDUCTION,2021-09-01,BASIC,50
5759,initial,2020-09-01,PRO,100
5759,UPGRADE,2022-10-01,MAX,150
5760,initial,2022-08-01,BASIC,50
5761,initial,2022-08-01,PRO,100
5761,CHURN,2022-09-16,PRO,100
5762,initial,2021-11-01,PRO,100
5762,REDUCTION,2022-01-01,BASIC,50
5763,initial,2022-03-01,MAX,150
5763,CHURN,2022-10-21,MAX,150
5764,initial,2020-04-01,BASIC,50
"""5764""",UPGRADE,2021-06-01,PRO,100
5764,CHURN,2022-02-01,PRO,100
5765,initial,2020-01-01,BASIC,50
"""5765""",UPGRADE,2021-01-01,MAX,150
5766,initial,2020-05-01,BASIC,50
5766,UPGRADE,2020-08-01,MAX,150
5766,CHURN,2021-02-01,MAX,150
5767,initial,2021-07-01,PRO,100
5767,UPGRADE,2022-03-01,MAX,150
5768,initial,2022-07-01,PRO,100
5769,initial,2021-11-01,PRO,100
5770,initial,2022-02-01,PRO,100
"""5771""",initial,2021-03-01,MAX,150
"""5771""",REDUCTION,2021-05-01,BASIC,50
5772,initial,2021-08-01,MAX,150
5772,REDUCTION,2021-10-01,BASIC,50
5773,initial,2021-10-01,BASIC,50
5773,CHURN,2022-06-01,BASIC,50
5774,initial,2021-03-01,BASIC,50
5775,initial,2021-05-01,BASIC,50
5775,CHURN,2022-04-01,BASIC,50
5776,initial,2020-04-01,MAX,150
5776,REDUCTION,2021-02-01,PRO,100
"""5776""",CHURN,2021-10-01,PRO,100
5777,initial,2020-06-01,PRO,100
5777,CHURN,2020-09-01,PRO,100
5778,initial,2021-01-01,PRO,100
"""5778""",REDUCTION,2021-06-01,BASIC,50
5778,CHURN,2021-12-01,BASIC,50
5779,initial,2020-05-01,BASIC,50
5779,UPGRADE,2021-12-01,MAX,150
5779,CHURN,2022-07-01,MAX,150
5780,initial,2020-04-01,MAX,150
5780,REDUCTION,2021-06-01,BASIC,50
5781,initial,2021-07-01,PRO,100
5781,REDUCTION,2022-01-01,BASIC,50
5782,initial,2022-09-01,PRO,100
5783,initial,2022-07-01,PRO,100
5784,initial,2022-05-01,BASIC,50
5784,UPGRADE,2022-09-01,MAX,150
5785,initial,2022-09-01,BASIC,50
5786,initial,2020-06-01,PRO,100
5786,UPGRADE,2020-11-01,MAX,150
5787,initial,2021-04-01,PRO,100
5787,REDUCTION,2022-11-01,BASIC,50
5788,initial,2022-08-01,PRO,100
5789,initial,2022-01-01,BASIC,50
5789,CHURN,2022-11-01,BASIC,50
5790,initial,2021-08-01,BASIC,50
5790,CHURN,2022-02-01,BASIC,50
5791,initial,2022-08-01,BASIC,50
5792,initial,2022-06-01,PRO,100
5793,initial,2020-11-01,PRO,100
5793,UPGRADE,2022-08-01,MAX,150
5794,initial,2020-03-01,MAX,150
5794,REDUCTION,2021-07-01,BASIC,50
5795,initial,2020-08-01,MAX,150
5795,REDUCTION,2020-09-01,PRO,100
5796,initial,2020-11-01,BASIC,50
5796,UPGRADE,2021-02-01,PRO,100
"""5797""",initial,2021-12-01,BASIC,50
5798,initial,2022-08-01,BASIC,50
5799,initial,2021-10-01,MAX,150
5799,CHURN,2022-10-01,MAX,150
5800,initial,2022-09-01,BASIC,50
5801,initial,2020-10-01,BASIC,50
5801,UPGRADE,2021-09-01,PRO,100
5802,initial,2022-10-01,MAX,150
5802,REDUCTION,2022-11-01,PRO,100
5803,initial,2021-03-01,BASIC,50
5803,CHURN,2021-07-01,BASIC,50
5804,initial,2020-12-01,BASIC,50
5804,CHURN,2022-01-01,BASIC,50
"""5805""",initial,2020-05-01,MAX,150
5805,REDUCTION,2021-09-01,PRO,100
5806,initial,2020-09-01,PRO,100
5806,REDUCTION,2021-04-01,BASIC,50
5807,initial,2021-11-01,BASIC,50
5808,initial,2020-02-01,BASIC,50
5808,UPGRADE,2021-12-01,MAX,150
5809,initial,2022-09-01,PRO,100
5810,initial,2020-10-01,MAX,150
5810,REDUCTION,2021-02-01,BASIC,50
5811,initial,2020-03-01,PRO,100
5811,REDUCTION,2020-05-01,BASIC,50
5812,initial,2021-10-01,PRO,100
5813,initial,2020-11-01,MAX,150
5813,REDUCTION,2021-11-01,PRO,100
5814,initial,2022-06-01,PRO,100
5814,REDUCTION,2022-08-01,BASIC,50
5815,initial,2021-07-01,PRO,100
5815,UPGRADE,2021-11-01,MAX,150
5816,initial,2022-07-01,BASIC,50
5817,initial,2020-10-01,PRO,100
5817,CHURN,2021-01-01,PRO,100
5818,initial,2022-07-01,PRO,100
5819,initial,2020-09-01,BASIC,50
5820,initial,2020-09-01,BASIC,50
5820,UPGRADE,2022-04-01,MAX,150
5821,initial,2020-06-01,BASIC,50
5821,UPGRADE,2021-01-01,PRO,100
5822,initial,2020-05-01,BASIC,50
5822,UPGRADE,2021-11-01,MAX,150
5823,initial,2021-06-01,BASIC,50
5823,UPGRADE,2021-10-01,MAX,150
5823,CHURN,2022-04-01,BASIC,50
5824,initial,2022-12-01,MAX,150
5825,initial,2020-07-01,BASIC,50
5825,UPGRADE,2021-09-01,MAX,150
5826,initial,2021-08-01,PRO,100
5826,REDUCTION,2022-03-01,BASIC,50
5827,initial,2022-05-01,BASIC,50
5828,initial,2020-02-01,PRO,100
5828,UPGRADE,2020-10-01,MAX,150
5828,CHURN,2021-06-01,MAX,150
5829,initial,2021-10-01,BASIC,50
5829,UPGRADE,2022-01-01,PRO,100
5830,initial,2020-11-01,BASIC,50
5830,UPGRADE,2022-04-01,MAX,150
5831,initial,2021-03-01,PRO,100
5831,REDUCTION,2021-12-01,BASIC,50
5831,CHURN,2022-11-01,BASIC,50
5832,initial,2020-11-01,BASIC,50
"""5833""",initial,2022-03-01,BASIC,50
5834,initial,2022-03-01,BASIC,50
5835,initial,2020-04-01,BASIC,50
"""5835""",UPGRADE,2021-12-01,MAX,150
5835,CHURN,2022-05-01,MAX,150
"""5836""",initial,2022-03-01,PRO,100
5837,initial,2022-11-01,BASIC,50
5838,initial,2022-04-01,MAX,150
5838,REDUCTION,2022-11-01,PRO,100
5839,initial,2021-05-01,PRO,100
"""5839""",UPGRADE,2022-08-01,MAX,150
5840,initial,2020-07-01,BASIC,50
5840,CHURN,2021-01-01,BASIC,50
5841,initial,2021-07-01,PRO,100
5842,initial,2020-08-01,MAX,150
5842,REDUCTION,2021-11-01,PRO,100
5843,initial,2020-07-01,PRO,100
5843,UPGRADE,2020-11-01,MAX,150
5843,CHURN,2021-06-01,MAX,150
5844,initial,2021-11-01,MAX,150
5845,initial,2021-04-01,PRO,100
5845,REDUCTION,2022-07-01,BASIC,50
5846,initial,2022-05-01,BASIC,50
5847,initial,2020-03-01,PRO,100
5847,UPGRADE,2021-01-01,MAX,150
5847,CHURN,2021-04-01,PRO,100
5848,initial,2021-12-01,PRO,100
5848,REDUCTION,2022-04-01,BASIC,50
"""5849""",initial,2020-10-01,PRO,100
5849,UPGRADE,2021-07-01,MAX,150
5849,CHURN,2021-09-01,PRO,100
"""5850""",initial,2020-08-01,BASIC,50
5850,UPGRADE,2022-06-01,PRO,100
5851,initial,2022-10-01,BASIC,50
"""5852""",initial,2021-09-01,MAX,150
5852,REDUCTION,2022-02-01,BASIC,50
5852,CHURN,2022-03-08,BASIC,50
5853,initial,2020-03-01,PRO,100
5853,UPGRADE,2021-12-01,MAX,150
5854,initial,2022-09-01,BASIC,50
"""5855""",initial,2022-07-01,BASIC,50
5856,initial,2021-09-01,PRO,100
5856,UPGRADE,2022-03-01,MAX,150
5857,initial,2021-03-01,BASIC,50
5857,CHURN,2021-11-01,BASIC,50
5858,initial,2021-05-01,BASIC,50
5858,UPGRADE,2022-08-01,MAX,150
5859,initial,2022-12-01,PRO,100
"""5859""",CHURN,2023-11-21,PRO,100
5860,initial,2020-10-01,MAX,150
5860,REDUCTION,2021-06-01,BASIC,50
5861,initial,2020-01-01,PRO,100
5861,CHURN,2020-07-01,PRO,100
"""5862""",initial,2021-04-01,PRO,100
5862,REDUCTION,2021-06-01,BASIC,50
5863,initial,2020-06-01,MAX,150
"""5863""",REDUCTION,2020-09-01,BASIC,50
5864,initial,2021-09-01,PRO,100
5864,REDUCTION,2022-11-01,BASIC,50
5865,initial,2020-12-01,BASIC,50
5865,UPGRADE,2022-10-01,MAX,150
5866,initial,2020-04-01,PRO,100
5866,UPGRADE,2022-09-01,MAX,150
5867,initial,2022-11-01,PRO,100
5868,initial,2020-09-01,MAX,150
5868,REDUCTION,2021-06-01,PRO,100
5868,CHURN,2022-05-01,PRO,100
5869,initial,2021-01-01,PRO,100
5869,REDUCTION,2022-07-01,BASIC,50
5870,initial,2022-04-01,MAX,150
5871,initial,2021-02-01,BASIC,50
5872,initial,2022-06-01,PRO,100
"""5873""",initial,2020-12-01,PRO,100
5873,REDUCTION,2021-05-01,BASIC,50
"""5874""",initial,2021-04-01,MAX,150
5874,REDUCTION,2022-02-01,BASIC,50
5875,initial,2021-07-01,MAX,150
5875,REDUCTION,2022-02-01,PRO,100
"""5875""",CHURN,2022-09-01,PRO,100
5876,initial,2022-01-01,MAX,150
5876,REDUCTION,2022-07-01,PRO,100
5877,initial,2020-04-01,MAX,150
5877,REDUCTION,2020-10-01,PRO,100
5877,CHURN,2021-03-01,PRO,100
5878,initial,2022-04-01,MAX,150
"""5878""",REDUCTION,2022-09-01,BASIC,50
5879,initial,2021-12-01,PRO,100
5880,initial,2022-06-01,MAX,150
5881,initial,2020-09-01,PRO,100
