cust_id,customer_gender,age_group,customer_country,referral_type
5208,Male,45-54,Sweden,TV
5209,Male,18-24,Sweden,facebook
5210,Male,45-54,Sweden,Google Ads
5211,Male,18-24,Sweden,facebook
5212,Female,25-34,Denmark,Google Ads
5213,Male,25-34,Sweden,Display
5214,Other,18-24,Norway,facebook
5215,Male,18-24,Finland,Google Ads
5216,Female,25-34,Denmark,Google Ads
5217,Female,55-65,Denmark,Google Ads
5218,Male,45-54,Denmark,Google Ads
5219,Male,25-34,Sweden,Google Ads
5220,Female,55-65,Sweden,facebook
5221,Female,18-24,Denmark,TV
5222,Male,35-44,Finland,Unknown
5223,Other,18-24,Denmark,Paid Search
5224,Male,35-44,Denmark,Google Ads
5225,Female,45-54,Finland,Google Ads
5226,Female,25-34,Norway,Google Ads
5227,Male,18-24,Norway,Organic Search
5228,Female,55-65,Denmark,facebook
5229,Male,18-24,Denmark,facebook
5230,Female,55-65,Finland,facebook
5231,Other,35-44,Norway,facebook
5232,Male,25-34,Norway,Google Ads
5233,Female,55-65,Denmark,facebook
5234,Female,18-24,Sweden,facebook
5235,Male,18-24,Denmark,Display
5236,Male,45-54,Finland,Paid Search
5237,Male,35-44,Norway,facebook
5238,Female,65-55,Sweden,Google Ads
5239,Other,45-54,Finland,Paid Search
5240,Female,35-44,Sweden,Paid Search
5241,Female,18-24,Sweden,facebook
5242,Female,65-55,Denmark,TV
5243,Male,55-65,Sweden,Paid Search
5244,Male,35-44,Sweden,Google Ads
5245,Female,45-54,Sweden,facebook
5246,Male,65-55,Norway,Google Ads
5247,Female,35-44,Finland,Google Ads
5248,Male,18-24,Sweden,facebook
5249,Female,45-54,Sweden,facebook
5250,Female,35-44,Norway,Google Ads
5251,Other,55-65,Sweden,Organic Search
5252,Female,35-44,Finland,Google Ads
5253,Female,35-44,Sweden,facebook
5254,Female,45-54,Norway,Organic Search
5255,Female,18-24,Sweden,facebook
5256,Male,55-65,Denmark,Paid Search
5257,Female,45-54,Sweden,Google Ads
5258,Female,25-34,Denmark,Unknown
5259,Female,25-34,Denmark,Google Ads
5260,Male,35-44,Sweden,facebook
5261,Female,25-34,Norway,Google Ads
5262,Female,55-65,Sweden,facebook
5263,Female,45-54,Sweden,Google Ads
5264,Female,35-44,Finland,Display
5265,Male,25-34,Denmark,Google Ads
5266,Male,35-44,Denmark,Paid Search
5267,Female,45-54,Denmark,Google Ads
5268,Male,18-24,Finland,Organic Search
5269,Female,18-24,Sweden,Organic Search
5270,Male,55-65,Denmark,Organic Search
5271,Female,45-54,Sweden,Organic Search
5272,Male,55-65,Finland,facebook
5273,Female,25-34,Sweden,facebook
5274,Other,25-34,Sweden,facebook
5275,Female,35-44,Denmark,facebook
5276,Other,35-44,Denmark,Organic Search
5277,Male,18-24,Denmark,Paid Search
5278,Female,18-24,Sweden,Unknown
5279,Female,18-24,Sweden,Google Ads
5280,Female,25-34,Finland,Google Ads
5281,Female,55-65,Finland,facebook
5282,Female,25-34,Norway,Paid Search
5283,Female,35-44,Denmark,Google Ads
5284,Female,35-44,Finland,TV
5285,Female,45-54,Sweden,Paid Search
5286,Female,55-65,Denmark,facebook
5287,Female,55-65,Denmark,Unknown
5288,Male,35-44,Sweden,Organic Search
5289,Male,18-24,Finland,Google Ads
5290,Other,45-54,Norway,Google Ads
5291,Male,55-65,Sweden,facebook
5292,Female,55-65,Sweden,Google Ads
5293,Male,55-65,Denmark,Paid Search
5294,Female,55-65,Finland,facebook
5295,Male,18-24,Finland,Paid Search
5296,Female,18-24,Sweden,facebook
5297,Female,25-34,Sweden,Paid Search
5298,Female,45-54,Sweden,facebook
5299,Male,25-34,Finland,Unknown
5300,Female,45-54,Finland,Display
5301,Female,65-55,Denmark,Google Ads
5302,Male,18-24,Denmark,Google Ads
5303,Male,45-54,Sweden,Paid Search
5304,Female,55-65,Norway,Google Ads
5305,Female,25-34,Norway,facebook
5306,Female,35-44,Sweden,Google Ads
5307,Male,55-65,Finland,Paid Search
5308,Other,45-54,Sweden,Google Ads
5309,Male,35-44,Finland,Unknown
5310,Female,65-55,Sweden,facebook
5311,Female,35-44,Finland,Google Ads
5312,Male,35-44,Sweden,facebook
5313,Female,35-44,Norway,facebook
5314,Female,45-54,Sweden,Unknown
5315,Female,55-65,Finland,facebook
5316,Other,45-54,Denmark,Organic Search
5317,Female,25-34,Sweden,facebook
5318,Other,35-44,Sweden,facebook
5319,Male,18-24,Finland,facebook
5320,Female,45-54,Norway,Google Ads
5321,Female,18-24,Finland,facebook
5322,Male,18-24,Finland,Unknown
5323,Female,18-24,Sweden,facebook
5324,Male,18-24,Norway,Google Ads
5325,Female,25-34,Denmark,Organic Search
5326,Male,18-24,Sweden,facebook
5327,Male,18-24,Norway,Unknown
5328,Other,35-44,Norway,facebook
5329,Other,45-54,Norway,Unknown
5330,Female,35-44,Sweden,facebook
5331,Male,35-44,Sweden,Organic Search
5332,Female,35-44,Finland,Paid Search
5333,Male,25-34,Denmark,Google Ads
5334,Male,35-44,Finland,Google Ads
5335,Male,45-54,Sweden,facebook
5336,Male,35-44,Denmark,facebook
5337,Female,55-65,Sweden,Google Ads
5338,Male,18-24,Denmark,Google Ads
5339,Other,18-24,Sweden,facebook
5340,Female,45-54,Denmark,Organic Search
5341,Male,25-34,Denmark,Google Ads
5342,Male,55-65,Norway,facebook
5343,Female,18-24,Norway,Organic Search
5344,Male,55-65,Sweden,facebook
5345,Female,18-24,Finland,facebook
5346,Female,18-24,Denmark,facebook
5347,Other,35-44,Denmark,facebook
5348,Other,45-54,Denmark,Google Ads
5349,Other,35-44,Sweden,facebook
5350,Male,35-44,Denmark,facebook
5351,Female,55-65,Norway,Paid Search
5352,Male,65-55,Norway,Google Ads
5353,Male,18-24,Finland,facebook
5354,Female,35-44,Sweden,facebook
5355,Male,25-34,Sweden,facebook
5356,Female,45-54,Sweden,Unknown
5357,Male,18-24,Denmark,Google Ads
5358,Female,18-24,Denmark,facebook
5359,Female,45-54,Finland,facebook
5360,Female,35-44,Sweden,facebook
5361,Male,18-24,Sweden,facebook
5362,Male,45-54,Norway,facebook
5363,Female,55-65,Sweden,Bing
5364,Male,55-65,Finland,Organic Search
5365,Female,18-24,Sweden,Paid Search
5366,Female,18-24,Norway,Organic Search
5367,Female,55-65,Finland,Paid Search
5368,Female,45-54,Sweden,Display
5369,Male,45-54,Denmark,facebook
5370,Female,18-24,Norway,Organic Search
5371,Male,55-65,Sweden,Organic Search
5372,Male,65-55,Norway,Google Ads
5373,Female,45-54,Denmark,Google Ads
5374,Female,25-34,Sweden,Paid Search
5375,Male,45-54,Sweden,facebook
5376,Female,45-54,Denmark,Organic Search
5377,Male,35-44,Sweden,Organic Search
5378,Male,18-24,Sweden,Display
5379,Female,45-54,Sweden,facebook
5380,Male,25-34,Sweden,Google Ads
5381,Male,45-54,Sweden,facebook
5382,Female,35-44,Denmark,facebook
5383,Male,35-44,Denmark,facebook
5384,Female,25-34,Denmark,Google Ads
5385,Male,55-65,Finland,Google Ads
5386,Male,35-44,Norway,Organic Search
5387,Female,45-54,Sweden,Google Ads
5388,Other,55-65,Denmark,Display
5389,Female,18-24,Denmark,Bing
5390,Female,25-34,Norway,facebook
5391,Female,18-24,Sweden,Paid Search
5392,Male,35-44,Denmark,facebook
5393,Female,55-65,Sweden,Paid Search
5394,Female,65-55,Sweden,facebook
5395,Male,45-54,Norway,Display
5396,Female,18-24,Sweden,Display
5397,Male,18-24,Sweden,Google Ads
5398,Female,55-65,Sweden,Unknown
5399,Female,18-24,Norway,Unknown
5400,Male,35-44,Denmark,Google Ads
5401,Male,65-55,Denmark,Unknown
5402,Male,35-44,Norway,Google Ads
5403,Male,18-24,Finland,TV
5404,Other,45-54,Denmark,facebook
5405,Male,65-55,Norway,facebook
5406,Female,25-34,Sweden,Google Ads
5407,Female,45-54,Finland,Google Ads
5408,Female,45-54,Sweden,Google Ads
5409,Female,45-54,Denmark,facebook
5410,Male,25-34,Norway,Google Ads
5411,Female,55-65,Sweden,Paid Search
5412,Female,45-54,Sweden,facebook
5413,Female,18-24,Norway,Google Ads
5414,Female,55-65,Denmark,TV
5415,Female,45-54,Sweden,facebook
5416,Female,45-54,Denmark,Display
5417,Female,35-44,Denmark,Google Ads
5418,Male,18-24,Sweden,Google Ads
5419,Female,18-24,Sweden,facebook
5420,Male,35-44,Sweden,Google Ads
5421,Female,35-44,Sweden,Organic Search
5422,Other,18-24,Sweden,Google Ads
5423,Female,55-65,Finland,Bing
5424,Male,25-34,Denmark,facebook
5425,Female,35-44,Norway,facebook
5426,Female,18-24,Denmark,facebook
5427,Female,18-24,Sweden,facebook
5428,Other,35-44,Finland,Unknown
5429,Female,45-54,Norway,facebook
5430,Female,45-54,Finland,Organic Search
5431,Female,45-54,Norway,Google Ads
5432,Male,25-34,Sweden,Google Ads
5433,Male,45-54,Finland,facebook
5434,Female,25-34,Sweden,Paid Search
5435,Male,35-44,Sweden,facebook
5436,Female,65-55,Norway,Google Ads
5437,Female,55-65,Sweden,Google Ads
5438,Female,35-44,Sweden,facebook
5439,Female,55-65,Sweden,facebook
5440,Male,18-24,Norway,facebook
5441,Female,35-44,Denmark,Unknown
5442,Female,18-24,Denmark,facebook
5443,Female,25-34,Norway,Google Ads
5444,Female,18-24,Sweden,facebook
5445,Female,25-34,Norway,facebook
5446,Male,45-54,Denmark,Google Ads
5447,Other,45-54,Denmark,TV
5448,Female,18-24,Sweden,facebook
5449,Female,18-24,Denmark,Google Ads
5450,Female,35-44,Sweden,Google Ads
5451,Female,45-54,Sweden,Unknown
5452,Male,55-65,Norway,Unknown
5453,Male,18-24,Sweden,facebook
5454,Other,25-34,Norway,facebook
5455,Female,25-34,Sweden,Google Ads
5456,Other,55-65,Denmark,Google Ads
5457,Male,35-44,Denmark,facebook
5458,Female,25-34,Denmark,Google Ads
5459,Male,18-24,Denmark,Display
5460,Male,45-54,Sweden,facebook
5461,Female,55-65,Norway,facebook
5462,Female,18-24,Sweden,facebook
5463,Female,45-54,Norway,TV
5464,Male,18-24,Sweden,Organic Search
5465,Male,25-34,Norway,Google Ads
5466,Female,45-54,Finland,Google Ads
5467,Female,55-65,Denmark,Organic Search
5468,Male,55-65,Sweden,Organic Search
5469,Female,25-34,Denmark,Organic Search
5470,Female,18-24,Denmark,facebook
5471,Male,35-44,Sweden,TV
5472,Male,55-65,Sweden,Google Ads
5473,Male,18-24,Finland,Organic Search
5474,Female,45-54,Norway,Bing
5475,Male,45-54,Sweden,facebook
5476,Other,25-34,Denmark,facebook
5477,Female,55-65,Sweden,facebook
5478,Female,45-54,Norway,Google Ads
5479,Female,25-34,Norway,Google Ads
5480,Male,18-24,Sweden,Google Ads
5481,Female,35-44,Finland,facebook
5482,Female,55-65,Sweden,Google Ads
5483,Female,35-44,Sweden,Unknown
5484,Female,18-24,Norway,Google Ads
5485,Female,45-54,Sweden,facebook
5486,Male,25-34,Denmark,Google Ads
5487,Other,18-24,Denmark,Organic Search
5488,Other,25-34,Sweden,facebook
5489,Male,55-65,Norway,Google Ads
5490,Female,18-24,Sweden,Google Ads
5491,Female,55-65,Sweden,Google Ads
5492,Female,55-65,Sweden,facebook
5493,Male,45-54,Sweden,Paid Search
5494,Female,25-34,Norway,facebook
5495,Female,45-54,Denmark,Organic Search
5496,Male,25-34,Sweden,Unknown
5497,Female,35-44,Sweden,facebook
5498,Female,25-34,Denmark,Organic Search
5499,Female,35-44,Sweden,Google Ads
5500,Male,18-24,Sweden,Organic Search
5501,Female,35-44,Sweden,Google Ads
5502,Male,35-44,Norway,Google Ads
5503,Male,55-65,Sweden,Google Ads
5504,Female,18-24,Denmark,facebook
5505,Male,18-24,Denmark,Bing
5506,Female,18-24,Denmark,Google Ads
5507,Male,18-24,Norway,facebook
5508,Female,25-34,Denmark,Google Ads
5509,Male,18-24,Sweden,Google Ads
5510,Female,45-54,Denmark,Google Ads
5511,Female,35-44,Sweden,Google Ads
5512,Female,25-34,Sweden,facebook
5513,Female,45-54,Norway,Unknown
5514,Female,25-34,Sweden,Organic Search
5515,Male,45-54,Norway,Google Ads
5516,Male,18-24,Sweden,Paid Search
5517,Male,25-34,Denmark,facebook
5518,Female,65-55,Denmark,Google Ads
5519,Male,25-34,Norway,Unknown
5520,Female,35-44,Sweden,Organic Search
5521,Female,18-24,Finland,facebook
5522,Other,45-54,Norway,facebook
5523,Female,18-24,Sweden,TV
5524,Female,35-44,Finland,Google Ads
5525,Female,18-24,Denmark,Organic Search
5526,Male,35-44,Norway,Google Ads
5527,Female,55-65,Finland,Google Ads
5528,Male,18-24,Norway,Paid Search
5529,Female,35-44,Finland,Google Ads
5530,Female,25-34,Denmark,facebook
5531,Female,35-44,Sweden,facebook
5532,Female,55-65,Finland,Unknown
5533,Female,55-65,Sweden,facebook
5534,Female,35-44,Denmark,Unknown
5535,Male,35-44,Sweden,TV
5536,Male,18-24,Norway,Google Ads
5537,Male,45-54,Denmark,Bing
5538,Male,35-44,Sweden,Google Ads
5539,Male,18-24,Denmark,facebook
5540,Female,18-24,Finland,Display
5541,Male,55-65,Sweden,Paid Search
5542,Male,35-44,Denmark,Google Ads
5543,Female,18-24,Sweden,Google Ads
5544,Female,55-65,Sweden,Google Ads
5545,Female,55-65,Sweden,Paid Search
5546,Male,35-44,Denmark,facebook
5547,Female,45-54,Norway,facebook
5548,Male,35-44,Sweden,Unknown
5549,Male,45-54,Sweden,Google Ads
5550,Female,55-65,Sweden,TV
5551,Female,55-65,Norway,facebook
5552,Male,55-65,Norway,Unknown
5553,Female,18-24,Denmark,TV
5554,Female,18-24,Norway,Bing
5555,Female,25-34,Finland,Google Ads
5556,Female,35-44,Sweden,facebook
5557,Female,25-34,Norway,Google Ads
5558,Female,55-65,Sweden,facebook
5559,Female,55-65,Sweden,TV
5560,Male,45-54,Denmark,Organic Search
5561,Female,55-65,Sweden,facebook
5562,Male,25-34,Norway,Organic Search
5563,Female,18-24,Denmark,facebook
5564,Female,45-54,Sweden,Google Ads
5565,Male,25-34,Finland,facebook
5566,Female,35-44,Norway,TV
5567,Male,45-54,Finland,facebook
5568,Female,25-34,Sweden,Organic Search
5569,Male,25-34,Denmark,Google Ads
5570,Female,18-24,Norway,Google Ads
5571,Female,18-24,Finland,Organic Search
5572,Female,25-34,Sweden,facebook
5573,Other,25-34,Finland,Paid Search
5574,Male,25-34,Finland,facebook
5575,Male,55-65,Denmark,Google Ads
5576,Other,55-65,Finland,Organic Search
5577,Female,25-34,Sweden,Unknown
5578,Male,45-54,Finland,Google Ads
5579,Other,55-65,Norway,facebook
5580,Male,18-24,Finland,Google Ads
5581,Female,25-34,Finland,Google Ads
5582,Female,45-54,Norway,Google Ads
5583,Female,18-24,Sweden,Unknown
5584,Female,45-54,Finland,Google Ads
5585,Male,55-65,Finland,Google Ads
5586,Male,45-54,Sweden,Google Ads
5587,Female,18-24,Norway,Google Ads
5588,Female,35-44,Denmark,Google Ads
5589,Male,18-24,Norway,facebook
5590,Male,45-54,Norway,Organic Search
5591,Male,25-34,Denmark,Google Ads
5592,Female,45-54,Finland,Google Ads
5593,Other,18-24,Sweden,Google Ads
5594,Female,55-65,Denmark,Paid Search
5595,Male,55-65,Denmark,Unknown
5596,Male,45-54,Finland,Google Ads
5597,Female,25-34,Norway,facebook
5598,Male,45-54,Sweden,Google Ads
5599,Female,35-44,Finland,Bing
5600,Female,25-34,Denmark,Google Ads
5601,Male,25-34,Denmark,Paid Search
5602,Male,55-65,Sweden,Organic Search
5603,Female,25-34,Denmark,Google Ads
5604,Male,35-44,Denmark,facebook
5605,Male,25-34,Finland,facebook
5606,Female,25-34,Denmark,facebook
5607,Other,18-24,Sweden,Unknown
5608,Male,55-65,Denmark,facebook
5609,Other,18-24,Sweden,Organic Search
5610,Female,25-34,Denmark,Google Ads
5611,Female,25-34,Denmark,Organic Search
5612,Other,18-24,Sweden,facebook
5613,Other,25-34,Norway,Google Ads
5614,Female,35-44,Norway,Organic Search
5615,Male,18-24,Sweden,Google Ads
5616,Male,45-54,Sweden,facebook
5617,Female,18-24,Sweden,Organic Search
5618,Female,25-34,Finland,Organic Search
5619,Male,18-24,Sweden,facebook
5620,Female,65-55,Sweden,Google Ads
5621,Female,18-24,Sweden,Google Ads
5622,Other,35-44,Sweden,Display
5623,Male,55-65,Sweden,Google Ads
5624,Female,18-24,Denmark,Unknown
5625,Female,45-54,Norway,Google Ads
5626,Male,35-44,Norway,Google Ads
5627,Female,18-24,Finland,Bing
5628,Female,55-65,Finland,facebook
5629,Male,18-24,Norway,TV
5630,Female,18-24,Norway,Google Ads
5631,Male,55-65,Norway,Unknown
5632,Female,35-44,Sweden,facebook
5633,Male,55-65,Denmark,Google Ads
5634,Female,18-24,Sweden,Organic Search
5635,Male,45-54,Sweden,Paid Search
5636,Other,25-34,Sweden,Google Ads
5637,Other,18-24,Denmark,Paid Search
5638,Female,35-44,Finland,Display
5639,Female,18-24,Denmark,Google Ads
5640,Female,25-34,Finland,Google Ads
5641,Female,45-54,Denmark,Organic Search
5642,Female,25-34,Sweden,facebook
5643,Female,25-34,Denmark,facebook
5644,Male,55-65,Norway,Google Ads
5645,Male,18-24,Norway,facebook
5646,Male,35-44,Denmark,facebook
5647,Male,45-54,Sweden,Organic Search
5648,Male,18-24,Sweden,Display
5649,Male,18-24,Norway,TV
5650,Female,25-34,Norway,Organic Search
5651,Male,35-44,Sweden,Google Ads
5652,Female,55-65,Denmark,facebook
5653,Female,35-44,Denmark,facebook
5654,Female,65-55,Norway,TV
5655,Female,18-24,Sweden,facebook
5656,Female,55-65,Sweden,facebook
5657,Female,25-34,Sweden,Google Ads
5658,Female,65-55,Denmark,facebook
5659,Female,25-34,Norway,Google Ads
5660,Female,25-34,Norway,Google Ads
5661,Female,35-44,Sweden,facebook
5662,Female,35-44,Finland,Google Ads
5663,Other,45-54,Denmark,facebook
5664,Female,55-65,Denmark,Display
5665,Male,25-34,Norway,Organic Search
5666,Male,35-44,Sweden,Google Ads
5667,Female,18-24,Finland,facebook
5668,Female,18-24,Denmark,TV
5669,Male,25-34,Sweden,Google Ads
5670,Female,45-54,Denmark,Paid Search
5671,Male,45-54,Sweden,facebook
5672,Male,45-54,Finland,Paid Search
5673,Male,55-65,Denmark,Google Ads
5674,Female,25-34,Sweden,Paid Search
5675,Female,18-24,Denmark,facebook
5676,Other,55-65,Sweden,facebook
5677,Female,35-44,Finland,facebook
5678,Male,35-44,Sweden,Google Ads
5679,Female,25-34,Finland,Organic Search
5680,Male,55-65,Finland,facebook
5681,Male,25-34,Norway,facebook
5682,Female,35-44,Sweden,Google Ads
5683,Female,18-24,Sweden,Google Ads
5684,Male,65-55,Denmark,Google Ads
5685,Male,18-24,Norway,Google Ads
5686,Female,18-24,Finland,Google Ads
5687,Female,45-54,Denmark,facebook
5688,Female,35-44,Norway,facebook
5689,Male,18-24,Sweden,Organic Search
5690,Female,25-34,Denmark,facebook
5691,Male,18-24,Denmark,Google Ads
5692,Female,25-34,Denmark,facebook
5693,Female,65-55,Finland,Google Ads
5694,Male,55-65,Sweden,Paid Search
5695,Female,45-54,Finland,Google Ads
5696,Female,35-44,Finland,facebook
5697,Male,55-65,Denmark,facebook
5698,Male,55-65,Sweden,facebook
5699,Female,18-24,Sweden,Google Ads
5700,Female,25-34,Sweden,Unknown
5701,Female,25-34,Norway,facebook
5702,Female,18-24,Finland,facebook
5703,Female,45-54,Sweden,Unknown
5704,Female,25-34,Sweden,Organic Search
5705,Male,25-34,Denmark,facebook
5706,Male,18-24,Sweden,Google Ads
5707,Male,25-34,Sweden,Google Ads
5708,Male,45-54,Finland,facebook
5709,Female,45-54,Denmark,Google Ads
5710,Other,55-65,Denmark,Google Ads
5711,Male,25-34,Sweden,Google Ads
5712,Female,18-24,Denmark,Google Ads
5713,Female,25-34,Denmark,Google Ads
5714,Male,35-44,Norway,Google Ads
5715,Male,55-65,Sweden,Unknown
5716,Male,45-54,Sweden,Google Ads
5717,Female,35-44,Finland,Google Ads
5718,Female,25-34,Sweden,Google Ads
5719,Male,25-34,Finland,Organic Search
5720,Female,45-54,Finland,Google Ads
5721,Other,35-44,Norway,Google Ads
5722,Male,25-34,Denmark,Organic Search
5723,Female,55-65,Finland,Display
5724,Male,18-24,Sweden,Google Ads
5725,Male,45-54,Sweden,TV
5726,Male,35-44,Finland,Google Ads
5727,Female,45-54,Sweden,facebook
5728,Male,25-34,Sweden,facebook
5729,Other,25-34,Sweden,Unknown
5730,Female,35-44,Sweden,Google Ads
5731,Female,25-34,Norway,Unknown
5732,Male,25-34,Denmark,facebook
5733,Female,18-24,Sweden,Paid Search
5734,Female,35-44,Sweden,facebook
5735,Other,35-44,Finland,Paid Search
5736,Female,45-54,Norway,Organic Search
5737,Female,25-34,Sweden,Google Ads
5738,Male,18-24,Sweden,Unknown
5739,Female,25-34,Sweden,facebook
5740,Female,25-34,Sweden,Google Ads
5741,Male,25-34,Norway,Paid Search
5742,Male,65-55,Denmark,TV
5743,Female,35-44,Finland,Organic Search
5744,Female,18-24,Sweden,Google Ads
5745,Male,25-34,Norway,Organic Search
5746,Male,18-24,Sweden,facebook
5747,Male,35-44,Sweden,Organic Search
5748,Other,45-54,Norway,facebook
5749,Male,35-44,Norway,TV
5750,Female,18-24,Finland,facebook
5751,Male,55-65,Sweden,TV
5752,Male,25-34,Norway,facebook
5753,Male,35-44,Finland,Google Ads
5754,Female,45-54,Norway,Google Ads
5755,Male,45-54,Sweden,Google Ads
5756,Male,45-54,Finland,facebook
5757,Female,35-44,Finland,facebook
5758,Male,18-24,Denmark,Paid Search
5759,Male,18-24,Sweden,facebook
5760,Female,25-34,Sweden,Paid Search
5761,Male,45-54,Finland,Display
5762,Female,45-54,Denmark,Google Ads
5763,Male,35-44,Norway,facebook
5764,Female,25-34,Finland,facebook
5765,Female,35-44,Sweden,Google Ads
5766,Female,45-54,Sweden,Google Ads
5767,Female,25-34,Sweden,Google Ads
5768,Female,45-54,Finland,Paid Search
5769,Female,25-34,Norway,Organic Search
5770,Female,18-24,Sweden,Google Ads
5771,Female,18-24,Finland,Google Ads
5772,Other,55-65,Norway,Google Ads
5773,Female,25-34,Sweden,facebook
5774,Male,45-54,Finland,facebook
5775,Male,18-24,Sweden,Google Ads
5776,Male,45-54,Finland,facebook
5777,Female,55-65,Sweden,facebook
5778,Male,25-34,Sweden,Paid Search
5779,Female,25-34,Denmark,facebook
5780,Male,18-24,Sweden,Google Ads
5781,Male,25-34,Sweden,Unknown
5782,Female,18-24,Denmark,Google Ads
5783,Male,25-34,Denmark,facebook
5784,Female,25-34,Denmark,Organic Search
5785,Male,25-34,Norway,facebook
5786,Female,55-65,Sweden,Google Ads
5787,Male,45-54,Norway,Google Ads
5788,Female,25-34,Norway,Organic Search
5789,Male,18-24,Finland,Paid Search
5790,Male,25-34,Sweden,Google Ads
5791,Male,18-24,Norway,Unknown
5792,Male,18-24,Finland,Organic Search
5793,Female,45-54,Sweden,Google Ads
5794,Female,18-24,Sweden,facebook
5795,Female,45-54,Denmark,Google Ads
5796,Female,25-34,Norway,Paid Search
5797,Male,35-44,Sweden,Organic Search
5798,Male,35-44,Finland,Google Ads
5799,Female,45-54,Finland,Google Ads
5800,Female,55-65,Sweden,Organic Search
5801,Female,25-34,Sweden,Google Ads
5802,Male,35-44,Finland,facebook
5803,Female,25-34,Sweden,Google Ads
5804,Female,25-34,Norway,Google Ads
5805,Female,45-54,Sweden,facebook
5806,Male,25-34,Sweden,Paid Search
5807,Female,55-65,Sweden,Organic Search
5808,Female,18-24,Norway,facebook
5809,Male,65-55,Sweden,TV
5810,Other,35-44,Finland,facebook
5811,Male,18-24,Finland,Google Ads
5812,Female,55-65,Finland,Display
5813,Female,25-34,Denmark,Organic Search
5814,Male,25-34,Denmark,facebook
5815,Male,25-34,Norway,Google Ads
5816,Male,25-34,Finland,facebook
5817,Male,18-24,Finland,facebook
5818,Female,55-65,Sweden,facebook
5819,Male,18-24,Sweden,facebook
5820,Male,35-44,Sweden,Paid Search
5821,Male,45-54,Norway,Display
5822,Female,55-65,Norway,Paid Search
5823,Male,35-44,Norway,Google Ads
5824,Male,35-44,Sweden,Google Ads
5825,Male,45-54,Sweden,Paid Search
5826,Male,18-24,Sweden,facebook
5827,Female,18-24,Sweden,Organic Search
5828,Female,55-65,Sweden,Organic Search
5829,Male,18-24,Sweden,facebook
5830,Female,45-54,Norway,facebook
5831,Male,18-24,Finland,Bing
5832,Female,25-34,Finland,facebook
5833,Male,45-54,Norway,facebook
5834,Other,55-65,Finland,Google Ads
5835,Female,35-44,Norway,Display
5836,Female,45-54,Norway,Google Ads
5837,Male,35-44,Norway,Google Ads
5838,Female,35-44,Sweden,Unknown
5839,Female,18-24,Sweden,Google Ads
5840,Male,45-54,Denmark,facebook
5841,Female,25-34,Norway,Organic Search
5842,Female,18-24,Sweden,Google Ads
5843,Female,45-54,Finland,Google Ads
5844,Male,35-44,Denmark,Organic Search
5845,Male,35-44,Finland,facebook
5846,Female,55-65,Sweden,Google Ads
5847,Female,18-24,Finland,Unknown
5848,Male,18-24,Sweden,facebook
5849,Female,55-65,Denmark,Google Ads
5850,Female,35-44,Finland,Paid Search
5851,Female,45-54,Sweden,facebook
5852,Female,55-65,Norway,facebook
5853,Male,18-24,Denmark,Paid Search
5854,Male,45-54,Finland,Google Ads
5855,Female,65-55,Denmark,Organic Search
5856,Male,45-54,Norway,Paid Search
5857,Female,18-24,Denmark,Unknown
5858,Female,18-24,Sweden,Paid Search
5859,Female,35-44,Sweden,facebook
5860,Male,45-54,Finland,facebook
5861,Male,18-24,Finland,Google Ads
5862,Male,55-65,Sweden,Unknown
5863,Female,35-44,Denmark,Google Ads
5864,Female,25-34,Denmark,facebook
5865,Female,25-34,Norway,facebook
5866,Female,18-24,Sweden,Unknown
5867,Female,45-54,Finland,Paid Search
5868,Other,35-44,Norway,facebook
5869,Other,55-65,Sweden,Google Ads
5870,Male,25-34,Norway,facebook
5871,Female,25-34,Sweden,Google Ads
5872,Female,35-44,Denmark,Google Ads
5873,Female,55-65,Sweden,TV
5874,Female,35-44,Sweden,facebook
5875,Other,35-44,Sweden,Google Ads
5876,Female,25-34,Norway,Google Ads
5877,Female,45-54,Sweden,Google Ads
5878,Female,55-65,Finland,Google Ads
5879,Female,45-54,Sweden,Bing
5880,Other,45-54,Finland,Organic Search
5881,Other,55-65,Sweden,facebook
5882,Female,18-24,Sweden,Unknown
5883,Male,35-44,Sweden,TV
5884,Female,55-65,Sweden,Display
5885,Male,55-65,Sweden,Google Ads
5886,Female,65-55,Sweden,facebook
5887,Male,35-44,Norway,Organic Search
5888,Male,18-24,Sweden,Unknown
5889,Female,45-54,Denmark,TV
5890,Female,18-24,Finland,Organic Search
5891,Female,45-54,Denmark,facebook
5892,Male,55-65,Norway,Google Ads
5893,Male,18-24,Sweden,Google Ads
5894,Female,18-24,Sweden,Display
5895,Female,55-65,Norway,Google Ads
5896,Male,25-34,Sweden,Organic Search
5897,Male,25-34,Denmark,Google Ads
5898,Female,45-54,Sweden,Paid Search
5899,Female,45-54,Finland,Google Ads
5900,Other,35-44,Norway,Google Ads
5901,Male,18-24,Sweden,Google Ads
5902,Male,45-54,Finland,facebook
5903,Female,18-24,Finland,facebook
5904,Female,35-44,Finland,Google Ads
5905,Male,55-65,Finland,Google Ads
5906,Female,18-24,Sweden,Google Ads
5907,Female,45-54,Denmark,facebook
5908,Female,35-44,Denmark,facebook
5909,Female,25-34,Sweden,Paid Search
5910,Female,18-24,Denmark,Organic Search
5911,Female,35-44,Sweden,Bing
5912,Male,18-24,Denmark,Google Ads
5913,Female,55-65,Sweden,Unknown
5914,Female,45-54,Norway,Google Ads
5915,Female,45-54,Finland,Google Ads
5916,Female,55-65,Norway,facebook
5917,Male,18-24,Norway,Google Ads
